nr,real,scatter,polyhedron,symm,theta,phi,alpha,size,stretch,axis
422,./real/1/422r.png,./scatter/1/422s.png,Rhombicuboctahedron,O_h,0.181215,-2.80645,-1.54986,0.319955,1.15373,C3
423,./real/1/423r.png,./scatter/1/423s.png,Truncated Cube,O_h,2.89975,0.456246,3.07121,0.570253,1.52916,C3
424,./real/1/424r.png,./scatter/1/424s.png,Rhombicosidodecahedron,I_h,2.32687,2.46227,2.56187,0.891896,1.12121,C3
425,./real/1/425r.png,./scatter/1/425s.png,Cube,O_h,1.5964,1.65122,2.57108,0.77137,1.2964,C2
426,./real/1/426r.png,./scatter/1/426s.png,Truncated Dodecahedron,I_h,1.32578,-2.10632,0.549769,0.255369,1.25584,C3
427,./real/1/427r.png,./scatter/1/427s.png,Rhombicuboctahedron,O_h,2.59419,2.96552,-0.31767,0.562751,1.1668,C2
428,./real/1/428r.png,./scatter/1/428s.png,Decahedron,D_5h,1.21134,0.149588,2.2632,0.826906,1.20933,C5
429,./real/1/429r.png,./scatter/1/429s.png,Truncated Cube,O_h,0.954134,-0.085675,-1.03777,0.977478,0.514504,C2
430,./real/1/430r.png,./scatter/1/430s.png,Cube,O_h,1.36641,1.95222,-0.557085,0.215324,1.19624,C3
431,./real/1/431r.png,./scatter/1/431s.png,Truncated Cube,O_h,1.70342,2.37644,-1.18756,0.60753,1.1275,C3
432,./real/1/432r.png,./scatter/1/432s.png,Octahedron,O_h,2.67498,1.46097,-1.67797,0.23673,1.21229,C4
433,./real/1/433r.png,./scatter/1/433s.png,Rhombicuboctahedron,O_h,1.95084,-1.5645,0.217884,0.319542,1.70021,C3
434,./real/1/434r.png,./scatter/1/434s.png,Decahedron,D_5h,2.42313,-0.696688,0.420359,0.643347,1.55437,C2
435,./real/1/435r.png,./scatter/1/435s.png,Truncated Dodecahedron,I_h,1.23044,-2.20063,0.317238,0.956915,1.04503,C2
436,./real/1/436r.png,./scatter/1/436s.png,Rhombicosidodecahedron,I_h,2.58953,0.165222,-2.33719,0.850183,0.971576,C2
437,./real/1/437r.png,./scatter/1/437s.png,Truncated Rhombicosidodecahedron,I_h,1.5168,-2.85631,0.638886,0.539145,0.553958,C2
438,./real/1/438r.png,./scatter/1/438s.png,Cuboctahedron,O_h,0.418948,2.70191,3.01713,0.208082,1.53032,C2
439,./real/1/439r.png,./scatter/1/439s.png,Truncated Octahedron,O_h,2.28044,-2.99467,1.31842,0.423589,1.83225,C4
440,./real/1/440r.png,./scatter/1/440s.png,Octahedron,O_h,1.71182,1.41446,1.41844,0.536659,0.768739,C3
441,./real/1/441r.png,./scatter/1/441s.png,Truncated Cuboctahedron,O_h,2.16614,-1.88103,-2.6082,0.209967,1.60344,C4
442,./real/1/442r.png,./scatter/1/442s.png,Truncated Cuboctahedron,O_h,1.30806,0.620459,2.23223,0.370069,1.63264,C2
443,./real/1/443r.png,./scatter/1/443s.png,Potato,None,1.00922,2.88653,-2.64122,0.257918,,
444,./real/1/444r.png,./scatter/1/444s.png,Truncated Dodecahedron,I_h,1.04128,-0.910407,-2.23572,0.917289,0.916335,C2
445,./real/1/445r.png,./scatter/1/445s.png,Sphere,SO(3),0,0,0,0.53661,1.40418,{0.410205,0.443077,0.797129}
446,./real/1/446r.png,./scatter/1/446s.png,Dodecahedron,I_h,1.98889,-2.87018,2.36906,0.559401,1.72972,C2
447,./real/1/447r.png,./scatter/1/447s.png,Cube,O_h,1.60219,-2.1722,0.375981,0.760976,0.617423,C4
448,./real/1/448r.png,./scatter/1/448s.png,Potato,None,0.873563,-1.87807,-1.71368,0.700643,,
449,./real/1/449r.png,./scatter/1/449s.png,Truncated Dodecahedron,I_h,2.64141,-2.59415,0.461141,0.29341,0.559302,C3
450,./real/1/450r.png,./scatter/1/450s.png,Truncated Twinned Tetrahedron,C_6,1.92639,-0.327836,-3.08316,0.685841,1.45806,C6
451,./real/1/451r.png,./scatter/1/451s.png,Rhombicosidodecahedron,I_h,2.6361,2.50248,2.91484,0.205139,0.666496,C2
452,./real/1/452r.png,./scatter/1/452s.png,Snub Cube,O,1.46026,-2.66494,2.53457,0.372622,0.907383,C4
453,./real/1/453r.png,./scatter/1/453s.png,Truncated Cube,O_h,2.68384,-2.11394,0.360622,0.315916,0.70004,C4
454,./real/1/454r.png,./scatter/1/454s.png,Rhombicosidodecahedron,I_h,0.260299,-0.320489,2.27566,0.909016,1.10009,C3
455,./real/1/455r.png,./scatter/1/455s.png,Icosahedron,I_h,2.50181,-1.03222,1.13993,0.480798,1.46045,C2
456,./real/1/456r.png,./scatter/1/456s.png,Truncated Dodecahedron,I_h,1.73783,1.09191,3.11287,0.909109,1.09998,C3
457,./real/1/457r.png,./scatter/1/457s.png,Snub Cube,O,2.05196,1.47005,-0.346001,0.844529,1.18409,C3
458,./real/1/458r.png,./scatter/1/458s.png,Dodecahedron,I_h,1.92598,1.5325,0.0566534,0.748837,0.774413,C2
459,./real/1/459r.png,./scatter/1/459s.png,Sphere,SO(3),0,0,0,0.743489,0.985887,{0.333853,0.571085,0.749936}
460,./real/1/460r.png,./scatter/1/460s.png,Truncated Tetrahedron,T_d,1.85598,3.08427,-2.68085,0.260683,1.20328,C2
461,./real/1/461r.png,./scatter/1/461s.png,Rhombicosidodecahedron,I_h,2.17622,-2.99679,-1.3871,0.859812,1.16304,C5
462,./real/1/462r.png,./scatter/1/462s.png,Sphere,SO(3),0,0,0,0.887163,0.770101,{0.499579,-0.0670334,0.863671}
463,./real/1/463r.png,./scatter/1/463s.png,Truncated Octahedron,O_h,1.74063,-2.68062,-1.23747,0.230868,0.567946,C3
464,./real/1/464r.png,./scatter/1/464s.png,Dodecahedron,I_h,1.51368,3.08487,-1.90287,0.451659,1.88467,C5
465,./real/1/465r.png,./scatter/1/465s.png,Truncated Icosahedron,I_h,2.29095,2.15921,2.16615,0.766114,0.758461,C3
466,./real/1/466r.png,./scatter/1/466s.png,Truncated Cuboctahedron,O_h,0.456682,-0.466402,0.0149394,0.59784,1.65397,C3
467,./real/1/467r.png,./scatter/1/467s.png,Octahedron,O_h,1.49933,-0.032292,-1.05066,0.929628,1.0757,C2
468,./real/1/468r.png,./scatter/1/468s.png,Truncated Dodecahedron,I_h,1.73746,-0.780908,2.9582,0.829738,1.2052,C5
469,./real/1/469r.png,./scatter/1/469s.png,Octahedron,O_h,1.30542,1.40376,2.40863,0.79881,0.590388,C4
470,./real/1/470r.png,./scatter/1/470s.png,Dodecahedron,I_h,2.42943,1.81761,0.00312164,0.413637,1.21394,C2
471,./real/1/471r.png,./scatter/1/471s.png,Truncated Twinned Tetrahedron,C_6,2.21574,-2.50592,0.521208,0.628726,1.59052,C6
472,./real/1/472r.png,./scatter/1/472s.png,Tetrahedron,T_d,1.65726,0.509385,1.69409,0.882383,1.1333,C2
473,./real/1/473r.png,./scatter/1/473s.png,Truncated Octahedron,O_h,1.40689,2.10768,-2.52402,0.549086,1.82121,C4
474,./real/1/474r.png,./scatter/1/474s.png,Rhombicuboctahedron,O_h,1.39494,1.70112,2.42816,0.601294,1.66308,C2
475,./real/1/475r.png,./scatter/1/475s.png,Snub Cube,O,0.168622,-1.40323,0.784275,0.261884,1.57894,C3
476,./real/1/476r.png,./scatter/1/476s.png,Dodecahedron,I_h,2.55425,-0.541388,-3.10243,0.672941,1.28884,C2
477,./real/1/477r.png,./scatter/1/477s.png,Cuboctahedron,O_h,2.39594,-0.633917,-2.14521,0.634521,1.19304,C4
478,./real/1/478r.png,./scatter/1/478s.png,Icosidodecahedron,I_h,2.473,2.03646,-0.372545,0.593129,1.48645,C2
479,./real/1/479r.png,./scatter/1/479s.png,Icosahedron,I_h,1.74241,-2.68715,1.94427,0.860988,1.16146,C3
480,./real/1/480r.png,./scatter/1/480s.png,Truncated Octahedron,O_h,1.91434,-1.79458,-1.3141,0.389253,1.75406,C3
481,./real/1/481r.png,./scatter/1/481s.png,Tetrahedron,T_d,2.17657,-1.16141,-0.10198,0.582686,1.71619,C3
482,./real/1/482r.png,./scatter/1/482s.png,Icosidodecahedron,I_h,1.07764,2.85425,1.07006,0.342972,0.772835,C2
483,./real/1/483r.png,./scatter/1/483s.png,Truncated Tetrahedron,T_d,1.38711,0.290275,-0.572711,0.577367,0.694403,C2
484,./real/1/484r.png,./scatter/1/484s.png,Truncated Twinned Tetrahedron,C_6,0.484469,1.00062,0.895361,0.302879,0.528825,C2
485,./real/1/485r.png,./scatter/1/485s.png,Truncated Icosahedron,I_h,1.58937,0.848767,1.64616,0.244119,1.53559,C5
486,./real/1/486r.png,./scatter/1/486s.png,Truncated Cuboctahedron,O_h,1.91937,0.522508,0.563025,0.488225,0.527151,C4
487,./real/1/487r.png,./scatter/1/487s.png,Icosahedron,I_h,1.85391,-0.376963,1.07579,0.252461,1.4079,C3
488,./real/1/488r.png,./scatter/1/488s.png,Rhombicuboctahedron,O_h,1.70838,-2.63622,2.58448,0.323313,0.986112,C2
489,./real/1/489r.png,./scatter/1/489s.png,Sphere,SO(3),0,0,0,0.614724,1.62675,{0.813249,0.57271,-0.103098}
490,./real/1/490r.png,./scatter/1/490s.png,Truncated Cuboctahedron,O_h,1.27261,2.54985,-1.95112,0.483561,1.61229,C4
491,./real/1/491r.png,./scatter/1/491s.png,Snub Cube,O,1.70443,-2.73554,0.965973,0.578159,1.07169,C4
492,./real/1/492r.png,./scatter/1/492s.png,Truncated Tetrahedron,T_d,0.926783,2.67959,0.500888,0.63241,1.54504,C2
493,./real/1/493r.png,./scatter/1/493s.png,Cuboctahedron,O_h,1.23102,-1.29291,-0.536848,0.591399,0.64761,C4
494,./real/1/494r.png,./scatter/1/494s.png,Truncated Icosahedron,I_h,2.11447,-1.87049,0.978908,0.570954,1.65461,C2
495,./real/1/495r.png,./scatter/1/495s.png,Snub Cube,O,1.10069,-1.51538,1.49986,0.405171,1.90936,C2
496,./real/1/496r.png,./scatter/1/496s.png,Truncated Twinned Tetrahedron,C_6,1.08927,0.150114,-0.474101,0.239908,1.67768,C6
497,./real/1/497r.png,./scatter/1/497s.png,Rhombicosidodecahedron,I_h,1.92043,0.643324,3.0868,0.440493,1.27358,C3
498,./real/1/498r.png,./scatter/1/498s.png,Octahedron,O_h,2.99391,1.87479,1.16669,0.653605,1.13941,C2
499,./real/1/499r.png,./scatter/1/499s.png,Sphere,SO(3),0,0,0,0.921497,0.733821,{-0.573364,0.470793,0.670528}
500,./real/1/500r.png,./scatter/1/500s.png,Tetrahedron,T_d,2.94136,-0.489328,-1.09862,0.451666,1.85099,C2
501,./real/1/501r.png,./scatter/1/501s.png,Truncated Dodecahedron,I_h,0.93406,-2.43267,-2.24017,0.88821,1.11975,C5
502,./real/1/502r.png,./scatter/1/502s.png,Snub Cube,O,2.01973,1.98208,-2.61286,0.876586,0.688082,C2
503,./real/1/503r.png,./scatter/1/503s.png,Decahedron,D_5h,0.565506,-0.559725,-0.0334922,0.297446,1.65058,C2
504,./real/1/504r.png,./scatter/1/504s.png,Potato,None,2.32612,-0.659322,-0.100764,0.911213,,
505,./real/1/505r.png,./scatter/1/505s.png,Octahedron,O_h,2.16492,1.7387,-0.155616,0.841044,1.189,C4
506,./real/1/506r.png,./scatter/1/506s.png,Icosidodecahedron,I_h,0.840396,0.924635,0.128403,0.558915,0.635476,C5
507,./real/1/507r.png,./scatter/1/507s.png,Snub Cube,O,2.50708,-1.76429,2.44529,0.72158,1.1543,C4
508,./real/1/508r.png,./scatter/1/508s.png,Truncated Icosahedron,I_h,0.984774,2.45951,-1.20541,0.941499,0.787834,C3
509,./real/1/509r.png,./scatter/1/509s.png,Tetrahedron,T_d,0.47868,-1.53813,0.604347,0.7024,1.21921,C2
510,./real/1/510r.png,./scatter/1/510s.png,Tetrahedron,T_d,1.64516,3.09457,2.20917,0.690637,1.35174,C2
511,./real/1/511r.png,./scatter/1/511s.png,Truncated Octahedron,O_h,2.47632,1.98433,-0.0218486,0.545319,1.7868,C4
512,./real/1/512r.png,./scatter/1/512s.png,Icosahedron,I_h,0.58663,0.105294,2.45932,0.401075,1.51825,C3
513,./real/1/513r.png,./scatter/1/513s.png,Truncated Twinned Tetrahedron,C_6,0.91858,-2.98156,-0.806316,0.999135,0.551246,C2
514,./real/1/514r.png,./scatter/1/514s.png,Truncated Octahedron,O_h,2.86947,-0.98281,-2.32626,0.659101,0.857142,C3
515,./real/1/515r.png,./scatter/1/515s.png,Rhombicosidodecahedron,I_h,2.01161,0.861217,-1.42353,0.346457,0.649416,C3
516,./real/1/516r.png,./scatter/1/516s.png,Dodecahedron,I_h,2.08813,-2.09614,0.00156056,0.344353,0.827067,C3
517,./real/1/517r.png,./scatter/1/517s.png,Icosahedron,I_h,0.620913,2.63496,-1.91465,0.882984,1.13252,C2
518,./real/1/518r.png,./scatter/1/518s.png,Decahedron,D_5h,1.87901,-1.64705,2.79423,0.340777,1.35913,C2
519,./real/1/519r.png,./scatter/1/519s.png,Decahedron,D_5h,0.310317,-1.53013,-1.06597,0.440187,1.9948,C5
520,./real/1/520r.png,./scatter/1/520s.png,Truncated Cuboctahedron,O_h,1.79312,-2.79119,1.34641,0.281204,1.45974,C2
521,./real/1/521r.png,./scatter/1/521s.png,Icosahedron,I_h,1.68234,1.84058,-2.05302,0.653209,1.5309,C5
522,./real/1/522r.png,./scatter/1/522s.png,Sphere,SO(3),0,0,0,0.940073,0.61931,{0.784658,-0.491426,-0.377906}
523,./real/1/523r.png,./scatter/1/523s.png,Sphere,SO(3),0,0,0,0.662461,0.766706,{-0.208468,-0.114763,-0.971273}
524,./real/1/524r.png,./scatter/1/524s.png,Sphere,SO(3),0,0,0,0.614055,0.911172,{-0.263928,0.680271,0.683794}
525,./real/1/525r.png,./scatter/1/525s.png,Truncated Cuboctahedron,O_h,1.93918,1.52553,2.41464,0.442034,1.91887,C3
526,./real/1/526r.png,./scatter/1/526s.png,Truncated Twinned Tetrahedron,C_6,2.42779,-2.14105,0.69291,0.703777,0.705989,C6
527,./real/1/527r.png,./scatter/1/527s.png,Truncated Tetrahedron,T_d,1.97794,-2.39314,-3.09442,0.933477,1.07126,C3
528,./real/1/528r.png,./scatter/1/528s.png,Decahedron,D_5h,1.26601,1.09618,2.79939,0.263795,0.917654,C2
529,./real/1/529r.png,./scatter/1/529s.png,Tetrahedron,T_d,1.46498,2.21528,-1.27464,0.940024,1.0638,C3
530,./real/1/530r.png,./scatter/1/530s.png,Truncated Rhombicosidodecahedron,I_h,0.919854,-0.304111,2.24205,0.422642,1.79112,C3
531,./real/1/531r.png,./scatter/1/531s.png,Sphere,SO(3),0,0,0,0.914702,1.09325,{-0.0792807,-0.0422031,0.995959}
532,./real/1/532r.png,./scatter/1/532s.png,Cube,O_h,2.65706,2.06879,2.30259,0.370932,0.789073,C4
533,./real/1/533r.png,./scatter/1/533s.png,Potato,None,2.25564,-0.0402133,-3.02051,0.565203,,
534,./real/1/534r.png,./scatter/1/534s.png,Truncated Icosahedron,I_h,1.22521,-0.390285,-0.336481,0.483524,1.41594,C2
535,./real/1/535r.png,./scatter/1/535s.png,Decahedron,D_5h,1.97745,2.90834,-3.04928,0.93384,1.07085,C2
536,./real/1/536r.png,./scatter/1/536s.png,Sphere,SO(3),0,0,0,0.787235,0.824487,{-0.107459,-0.95046,-0.291683}
537,./real/1/537r.png,./scatter/1/537s.png,Icosidodecahedron,I_h,1.56376,-2.0062,1.53264,0.750334,1.33274,C3
538,./real/1/538r.png,./scatter/1/538s.png,Dodecahedron,I_h,1.68207,-2.95338,1.91142,0.921416,1.08529,C3
539,./real/1/539r.png,./scatter/1/539s.png,Truncated Rhombicosidodecahedron,I_h,0.798874,2.30669,0.0540858,0.295855,1.25486,C5
540,./real/1/540r.png,./scatter/1/540s.png,Truncated Twinned Tetrahedron,C_6,1.38743,-1.08738,-0.479652,0.218123,1.59244,C2
541,./real/1/541r.png,./scatter/1/541s.png,Truncated Rhombicosidodecahedron,I_h,1.08873,-2.79255,-0.508527,0.586925,1.50671,C3
542,./real/1/542r.png,./scatter/1/542s.png,Truncated Octahedron,O_h,0.809842,3.02888,3.01621,0.278014,0.655149,C3
543,./real/1/543r.png,./scatter/1/543s.png,Icosahedron,I_h,1.66984,-2.02863,-0.598221,0.847234,0.606359,C3
544,./real/1/544r.png,./scatter/1/544s.png,Truncated Cuboctahedron,O_h,1.04176,0.168923,-0.361839,0.272908,1.56304,C4
545,./real/1/545r.png,./scatter/1/545s.png,Truncated Tetrahedron,T_d,1.7546,2.778,-0.574855,0.663313,1.50758,C2
546,./real/1/546r.png,./scatter/1/546s.png,Truncated Cube,O_h,1.56273,-2.75093,1.9944,0.557441,1.33106,C3
547,./real/1/547r.png,./scatter/1/547s.png,Rhombicuboctahedron,O_h,1.10958,-0.700454,-1.05647,0.746041,1.34041,C2
548,./real/1/548r.png,./scatter/1/548s.png,Icosidodecahedron,I_h,0.963175,-2.7607,0.674313,0.47947,0.94486,C3
549,./real/1/549r.png,./scatter/1/549s.png,Truncated Octahedron,O_h,1.56183,-2.96463,2.59298,0.838175,1.19307,C2
550,./real/1/550r.png,./scatter/1/550s.png,Sphere,SO(3),0,0,0,0.719331,0.544856,{-0.558397,0.473115,0.681436}
551,./real/1/551r.png,./scatter/1/551s.png,Tetrahedron,T_d,1.64397,-1.25896,0.0953737,0.609721,0.509383,C2
552,./real/1/552r.png,./scatter/1/552s.png,Truncated Cube,O_h,1.33935,1.47316,-1.66594,0.709888,1.40867,C4
553,./real/1/553r.png,./scatter/1/553s.png,Snub Cube,O,1.67921,3.04678,-0.744194,0.395074,1.3155,C2
554,./real/1/554r.png,./scatter/1/554s.png,Icosidodecahedron,I_h,1.66813,-1.98685,2.75512,0.39525,0.590168,C2
555,./real/1/555r.png,./scatter/1/555s.png,Cube,O_h,0.741442,-0.467327,-0.426423,0.64524,1.10007,C4
556,./real/1/556r.png,./scatter/1/556s.png,Tetrahedron,T_d,1.88978,1.33957,1.37598,0.505554,0.860331,C2
557,./real/1/557r.png,./scatter/1/557s.png,Tetrahedron,T_d,0.281484,1.09432,-1.60514,0.577101,1.30079,C2
558,./real/1/558r.png,./scatter/1/558s.png,Potato,None,3.07132,-2.72328,1.69523,0.507338,,
559,./real/1/559r.png,./scatter/1/559s.png,Rhombicosidodecahedron,I_h,0.706132,1.53585,1.25551,0.302075,1.28105,C5
560,./real/1/560r.png,./scatter/1/560s.png,Icosidodecahedron,I_h,1.31681,-2.44459,-1.06638,0.666733,1.25997,C5
561,./real/1/561r.png,./scatter/1/561s.png,Truncated Cube,O_h,1.2418,2.07057,-2.75504,0.705281,1.1486,C4
562,./real/1/562r.png,./scatter/1/562s.png,Decahedron,D_5h,2.97922,-1.61311,0.779658,0.660363,1.36711,C5
563,./real/1/563r.png,./scatter/1/563s.png,Potato,None,2.08553,0.370946,1.62779,0.527494,,
564,./real/1/564r.png,./scatter/1/564s.png,Truncated Icosahedron,I_h,0.496114,-0.050888,2.80134,0.63805,1.11036,C2
565,./real/1/565r.png,./scatter/1/565s.png,Icosahedron,I_h,1.51668,-2.42973,-2.29199,0.419015,1.81019,C5
566,./real/1/566r.png,./scatter/1/566s.png,Snub Cube,O,1.60313,-2.68572,-1.18935,0.253971,1.67867,C4
567,./real/1/567r.png,./scatter/1/567s.png,Decahedron,D_5h,1.12706,2.3864,-0.415492,0.53144,1.14201,C2
568,./real/1/568r.png,./scatter/1/568s.png,Truncated Icosahedron,I_h,2.03898,2.69759,2.47231,0.51273,0.759619,C5
569,./real/1/569r.png,./scatter/1/569s.png,Cuboctahedron,O_h,2.54531,-0.703974,-2.48016,0.498769,0.698134,C2
570,./real/1/570r.png,./scatter/1/570s.png,Truncated Dodecahedron,I_h,1.49275,-2.90386,0.758695,0.324973,1.78683,C3
571,./real/1/571r.png,./scatter/1/571s.png,Sphere,SO(3),0,0,0,0.905432,1.10444,{0.995509,0.0289743,-0.0901209}
572,./real/1/572r.png,./scatter/1/572s.png,Truncated Cuboctahedron,O_h,0.70838,-0.764915,0.786248,0.225003,1.99028,C2
573,./real/1/573r.png,./scatter/1/573s.png,Tetrahedron,T_d,2.57308,-3.08901,1.03626,0.833875,1.19922,C3
574,./real/1/574r.png,./scatter/1/574s.png,Truncated Cube,O_h,2.49293,2.66583,2.61611,0.519356,1.82468,C3
575,./real/1/575r.png,./scatter/1/575s.png,Truncated Twinned Tetrahedron,C_6,0.455431,-2.1807,2.88488,0.365889,1.05704,C6
576,./real/1/576r.png,./scatter/1/576s.png,Truncated Cube,O_h,0.999136,-1.98253,-2.21848,0.304774,1.39634,C2
577,./real/1/577r.png,./scatter/1/577s.png,Truncated Cube,O_h,1.71946,1.23031,-2.35969,0.248134,0.702585,C2
578,./real/1/578r.png,./scatter/1/578s.png,Truncated Cube,O_h,2.48676,-2.95661,0.256095,0.713368,1.0201,C2
579,./real/1/579r.png,./scatter/1/579s.png,Decahedron,D_5h,0.318064,-2.25368,2.8429,0.656732,0.827379,C2
580,./real/1/580r.png,./scatter/1/580s.png,Truncated Icosahedron,I_h,2.49713,1.1634,0.0923208,0.968629,1.03239,C2
581,./real/1/581r.png,./scatter/1/581s.png,Rhombicuboctahedron,O_h,2.05406,-2.91049,-1.10078,0.395373,1.91843,C4
582,./real/1/582r.png,./scatter/1/582s.png,Icosidodecahedron,I_h,1.81468,-0.237071,2.37502,0.572211,1.44212,C5
583,./real/1/583r.png,./scatter/1/583s.png,Truncated Octahedron,O_h,0.932239,-2.62408,-2.9494,0.633725,1.10057,C4
584,./real/1/584r.png,./scatter/1/584s.png,Potato,None,1.45446,1.55594,2.81786,0.314766,,
585,./real/1/585r.png,./scatter/1/585s.png,Cube,O_h,1.98297,-1.95765,-0.745631,0.217366,1.47839,C4
586,./real/1/586r.png,./scatter/1/586s.png,Dodecahedron,I_h,1.85923,1.03822,0.499749,0.583716,1.71316,C5
587,./real/1/587r.png,./scatter/1/587s.png,Rhombicuboctahedron,O_h,0.426411,1.09519,0.450611,0.96888,1.03212,C4
588,./real/1/588r.png,./scatter/1/588s.png,Icosidodecahedron,I_h,2.37922,2.96907,1.01901,0.215433,1.89176,C3
589,./real/1/589r.png,./scatter/1/589s.png,Sphere,SO(3),0,0,0,0.817049,1.22392,{0.172814,-0.232668,-0.957079}
590,./real/1/590r.png,./scatter/1/590s.png,Octahedron,O_h,2.37414,1.10529,-2.7727,0.774053,0.919933,C2
591,./real/1/591r.png,./scatter/1/591s.png,Icosidodecahedron,I_h,2.06627,0.246318,-0.190586,0.796613,0.634208,C2
592,./real/1/592r.png,./scatter/1/592s.png,Sphere,SO(3),0,0,0,0.984173,1.01608,{-0.689539,-0.340344,-0.639298}
593,./real/1/593r.png,./scatter/1/593s.png,Truncated Twinned Tetrahedron,C_6,1.73491,2.09684,-2.13101,0.687833,1.45384,C6
594,./real/1/594r.png,./scatter/1/594s.png,Truncated Twinned Tetrahedron,C_6,1.90274,1.74998,-1.13483,0.772012,0.69441,C6
595,./real/1/595r.png,./scatter/1/595s.png,Truncated Icosahedron,I_h,2.43831,0.164223,1.70143,0.546519,1.5927,C2
596,./real/1/596r.png,./scatter/1/596s.png,Cube,O_h,1.05679,2.97797,-1.20918,0.699255,0.559455,C2
597,./real/1/597r.png,./scatter/1/597s.png,Cuboctahedron,O_h,1.05408,-2.62222,-1.32778,0.889029,1.05366,C3
598,./real/1/598r.png,./scatter/1/598s.png,Truncated Rhombicosidodecahedron,I_h,0.995562,-1.63726,-3.01708,0.91074,1.09801,C2
599,./real/1/599r.png,./scatter/1/599s.png,Truncated Octahedron,O_h,1.55179,0.916824,1.63329,0.421019,1.16178,C4
600,./real/1/600r.png,./scatter/1/600s.png,Tetrahedron,T_d,1.52652,1.89108,2.52915,0.929333,1.07604,C3
601,./real/1/601r.png,./scatter/1/601s.png,Cuboctahedron,O_h,0.452234,-2.37802,-2.30023,0.412141,0.824713,C3
602,./real/1/602r.png,./scatter/1/602s.png,Snub Cube,O,1.66678,-2.43382,0.232826,0.637622,0.864676,C4
603,./real/1/603r.png,./scatter/1/603s.png,Octahedron,O_h,1.8295,3.12186,0.787341,0.397607,1.56432,C4
604,./real/1/604r.png,./scatter/1/604s.png,Rhombicuboctahedron,O_h,1.46893,1.18799,1.00415,0.71264,1.40323,C3
605,./real/1/605r.png,./scatter/1/605s.png,Truncated Rhombicosidodecahedron,I_h,1.63713,2.13147,-0.458183,0.928621,0.696296,C2
606,./real/1/606r.png,./scatter/1/606s.png,Truncated Twinned Tetrahedron,C_6,1.16134,-2.75703,1.85575,0.742789,1.34628,C6
607,./real/1/607r.png,./scatter/1/607s.png,Potato,None,2.69022,0.0945751,2.78913,0.21793,,
608,./real/1/608r.png,./scatter/1/608s.png,Sphere,SO(3),0,0,0,0.910968,1.09773,{0.177926,0.869611,0.460563}
609,./real/1/609r.png,./scatter/1/609s.png,Tetrahedron,T_d,0.968107,-0.695129,0.891489,0.985177,1.01505,C3
610,./real/1/610r.png,./scatter/1/610s.png,Truncated Tetrahedron,T_d,1.54758,2.48782,-0.830901,0.776299,1.28816,C3
611,./real/1/611r.png,./scatter/1/611s.png,Icosidodecahedron,I_h,2.25547,0.754586,-0.817738,0.476316,1.98031,C5
612,./real/1/612r.png,./scatter/1/612s.png,Dodecahedron,I_h,2.26622,-0.991241,2.3201,0.821224,1.19011,C3
613,./real/1/613r.png,./scatter/1/613s.png,Cube,O_h,2.29412,2.58043,2.78943,0.937456,1.06672,C2
614,./real/1/614r.png,./scatter/1/614s.png,Truncated Cube,O_h,1.16143,-2.27169,0.795822,0.523766,1.85082,C3
615,./real/1/615r.png,./scatter/1/615s.png,Potato,None,1.11555,1.59983,-3.05958,0.30762,,
616,./real/1/616r.png,./scatter/1/616s.png,Snub Cube,O,1.43294,-2.11391,-2.57836,0.682192,0.954513,C4
617,./real/1/617r.png,./scatter/1/617s.png,Icosahedron,I_h,0.895085,0.388775,-2.97161,0.565211,0.687085,C5
618,./real/1/618r.png,./scatter/1/618s.png,Icosahedron,I_h,2.37314,0.202759,-2.73127,0.345759,1.98359,C2
619,./real/1/619r.png,./scatter/1/619s.png,Cube,O_h,2.7213,-2.46234,0.549101,0.540238,1.58779,C2
620,./real/1/620r.png,./scatter/1/620s.png,Truncated Dodecahedron,I_h,1.96622,-0.772814,-0.159232,0.83115,1.20315,C5
621,./real/1/621r.png,./scatter/1/621s.png,Potato,None,1.74477,-2.77419,1.23471,0.816147,,
622,./real/1/622r.png,./scatter/1/622s.png,Truncated Twinned Tetrahedron,C_6,0.520375,-1.9077,1.96194,0.516953,0.902488,C6
623,./real/1/623r.png,./scatter/1/623s.png,Truncated Icosahedron,I_h,2.06772,2.25086,-1.63251,0.882392,0.745146,C2
624,./real/1/624r.png,./scatter/1/624s.png,Icosidodecahedron,I_h,0.433604,-0.628687,1.2163,0.754806,0.512885,C3
625,./real/1/625r.png,./scatter/1/625s.png,Truncated Octahedron,O_h,0.682708,0.86944,2.32092,0.874948,1.14292,C3
626,./real/1/626r.png,./scatter/1/626s.png,Truncated Cuboctahedron,O_h,1.93147,2.62829,0.716407,0.562894,0.635579,C3
627,./real/1/627r.png,./scatter/1/627s.png,Truncated Rhombicosidodecahedron,I_h,2.29439,2.83148,1.11981,0.487473,1.53669,C5
628,./real/1/628r.png,./scatter/1/628s.png,Truncated Tetrahedron,T_d,2.10514,1.67972,1.61411,0.948494,0.688589,C2
629,./real/1/629r.png,./scatter/1/629s.png,Decahedron,D_5h,0.803616,2.47273,-1.92166,0.221384,0.925046,C5
630,./real/1/630r.png,./scatter/1/630s.png,Truncated Rhombicosidodecahedron,I_h,2.53981,2.8844,-0.349657,0.680318,0.669079,C5
631,./real/1/631r.png,./scatter/1/631s.png,Truncated Twinned Tetrahedron,C_6,1.1185,0.752601,0.533165,0.267119,0.723087,C6
